soccode,soctitle,onetcode,onettitle,occupation,freq,source
51-3091,"Food and tobacco roasting, baking, and drying machine operators and tenders",51-3091.00,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",SMOKEHOUSE OPERATOR,2,ONET-DUP
51-3092,Food batchmakers,51-3092.00,Food Batchmakers,ICE CREAM MAKER,24,DMTF
51-3092,Food batchmakers,51-3092.00,Food Batchmakers,JUICER,24,ONET-DUP
51-3092,Food batchmakers,51-3092.00,Food Batchmakers,CANDY MAKER,21,DMTF
51-3092,Food batchmakers,51-3092.00,Food Batchmakers,CHEESE MONGER,19,ONET-DUP
51-3092,Food batchmakers,51-3092.00,Food Batchmakers,CHEESEMAKER,16,ONET-DUP
51-3092,Food batchmakers,51-3092.00,Food Batchmakers,PASTA MAKER,6,ONET-DUP
51-3092,Food batchmakers,51-3092.00,Food Batchmakers,BREWERY TECHNICIAN,4,ONET-DUP
51-3092,Food batchmakers,51-3092.00,Food Batchmakers,BLEND OPERATOR,3,ONET-DUP
51-3092,Food batchmakers,51-3092.00,Food Batchmakers,FOOD PROCESSOR,2,ONET-DUP
51-3092,Food batchmakers,51-3092.00,Food Batchmakers,SPICE BLENDER,2,ONET-DUP
51-3092,Food batchmakers,51-3092.00,Food Batchmakers,PICKLE MAKER,1,DMTF
51-3092,Food batchmakers,51-3092.00,Food Batchmakers,BATCHING OPERATOR,1,ONET-DUP
51-3092,Food batchmakers,51-3092.00,Food Batchmakers,MIX TECHNICIAN,1,ONET-DUP
51-3092,Food batchmakers,51-3092.00,Food Batchmakers,TORTILLA MAKER,1,ONET-DUP
51-3093,Food cooking machine operators and tenders,51-3093.00,Food Cooking Machine Operators and Tenders,COOKER,3,ONET-DUP
51-3093,Food cooking machine operators and tenders,51-3093.00,Food Cooking Machine Operators and Tenders,CHEESE MASTER,1,ONET-DUP
51-4011,"Computer-controlled machine tool operators, metal and plastic",51-4011.00,"Computer-Controlled Machine Tool Operators, Metal and Plastic",CNC OPERATOR,75,ONET-DUP
51-4011,"Computer-controlled machine tool operators, metal and plastic",51-4011.00,"Computer-Controlled Machine Tool Operators, Metal and Plastic",CNC TECHNICIAN,4,ONET-DUP
51-4011,"Computer-controlled machine tool operators, metal and plastic",51-4011.00,"Computer-Controlled Machine Tool Operators, Metal and Plastic",CNC MILL OPERATOR,2,ONET-DUP
51-4011,"Computer-controlled machine tool operators, metal and plastic",51-4011.00,"Computer-Controlled Machine Tool Operators, Metal and Plastic",CNC LASER OPERATOR,1,ONET-DUP
51-4012,"Computer numerically controlled machine tool programmers, metal and plastic",51-4012.00,"Computer Numerically Controlled Machine Tool Programmers, Metal and Plastic",CNC PROGRAMMER,52,ONET-DUP
51-4012,"Computer numerically controlled machine tool programmers, metal and plastic",51-4012.00,"Computer Numerically Controlled Machine Tool Programmers, Metal and Plastic",NC PROGRAMMER,5,ONET-DM
51-4021,"Extruding and drawing machine setters, operators, and tenders, metal and plastic",51-4021.00,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",INJECTION MOLDER,2,ONET-DUP
51-4021,"Extruding and drawing machine setters, operators, and tenders, metal and plastic",51-4021.00,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",LINE PATROLLER,1,ONET-DUP
51-4021,"Extruding and drawing machine setters, operators, and tenders, metal and plastic",51-4021.00,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",MANUFACTURING MACHINE OPERATOR,1,ONET-DUP
51-4021,"Extruding and drawing machine setters, operators, and tenders, metal and plastic",51-4021.00,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",PLASTIC EXTRUSION OPERATOR,1,ONET-DUP
51-4022,"Forging machine setters, operators, and tenders, metal and plastic",51-4022.00,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",COLD HEADER OPERATOR,1,DMTF
51-4022,"Forging machine setters, operators, and tenders, metal and plastic",51-4022.00,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",DROP FORGE OPERATOR,1,ONET-DUP
51-4031,"Cutting, punching, and press machine setters, operators, and tenders, metal and plastic",51-4031.00,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",PRESS OPERATOR,114,ONET-DUP
51-4031,"Cutting, punching, and press machine setters, operators, and tenders, metal and plastic",51-4031.00,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",PUNCH PRESS OPERATOR,3,ONET-DUP
51-4031,"Cutting, punching, and press machine setters, operators, and tenders, metal and plastic",51-4031.00,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",PRESS BRAKE OPERATOR,2,ONET-DUP
51-4031,"Cutting, punching, and press machine setters, operators, and tenders, metal and plastic",51-4031.00,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",METAL CUTTER,1,ONET-DUP
51-4031,"Cutting, punching, and press machine setters, operators, and tenders, metal and plastic",51-4031.00,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",PRESS SETUP OPERATOR,1,ONET-DUP
51-4032,"Drilling and boring machine tool setters, operators, and tenders, metal and plastic",51-4032.00,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",PUNCH OPERATOR,1,ONET-DUP
51-4033,"Grinding, lapping, polishing, and buffing machine tool setters, operators, and tenders, metal and plastic",51-4033.00,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",KNIFE SHARPENER,8,ONET-DUP
51-4033,"Grinding, lapping, polishing, and buffing machine tool setters, operators, and tenders, metal and plastic",51-4033.00,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",ALUMINUM POLISHER,1,DMTF
51-4033,"Grinding, lapping, polishing, and buffing machine tool setters, operators, and tenders, metal and plastic",51-4033.00,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",METAL GRINDER,1,DMTF
51-4033,"Grinding, lapping, polishing, and buffing machine tool setters, operators, and tenders, metal and plastic",51-4033.00,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",BLADE SHARPENER,1,ONET-DUP
51-4033,"Grinding, lapping, polishing, and buffing machine tool setters, operators, and tenders, metal and plastic",51-4033.00,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",CENTERLESS GRINDER,1,ONET-DUP
51-4033,"Grinding, lapping, polishing, and buffing machine tool setters, operators, and tenders, metal and plastic",51-4033.00,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",WHEEL GRINDER,1,ONET-DUP
51-4034,"Lathe and turning machine tool setters, operators, and tenders, metal and plastic",51-4034.00,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",SCREW MACHINE OPERATOR,1,DMTF
51-4034,"Lathe and turning machine tool setters, operators, and tenders, metal and plastic",51-4034.00,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",BAR TURNER,1,ONET-DUP
51-4034,"Lathe and turning machine tool setters, operators, and tenders, metal and plastic",51-4034.00,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",LATHE HAND,1,ONET-DUP
51-4035,"Milling and planing machine setters, operators, and tenders, metal and plastic",51-4035.00,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",BROACHER,1,ONET-DUP
51-4035,"Milling and planing machine setters, operators, and tenders, metal and plastic",51-4035.00,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",MILLING OPERATOR,1,ONET-DUP
51-4035,"Milling and planing machine setters, operators, and tenders, metal and plastic",51-4035.00,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",PROFILER,1,ONET-DUP
51-4041,Machinists,51-4041.00,Machinists,MACHINIST,1182,ONET-DUP
51-4041,Machinists,51-4041.00,Machinists,CNC MACHINIST,142,DMTF
51-4041,Machinists,51-4041.00,Machinists,MACHINISTS,17,ONET-DM
51-4041,Machinists,51-4041.00,Machinists,MACHINIST MATE,7,ONET-DUP
51-4041,Machinists,51-4041.00,Machinists,INSTRUMENT MAKER,5,ONET-DUP
51-4041,Machinists,51-4041.00,Machinists,PRODUCTION MACHINIST,2,DMTF
51-4041,Machinists,51-4041.00,Machinists,MACHINE SETUP OPERATOR,2,ONET-DUP
51-4041,Machinists,51-4041.00,Machinists,MECHANIST,2,ONET-DUP
51-4041,Machinists,51-4041.00,Machinists,AUTOMOTIVE MACHINIST,1,DMTF
51-4041,Machinists,51-4041.00,Machinists,MACHINIST APPRENTICE,1,ONET-DUP
51-4051,Metal-refining furnace operators and tenders,51-4051.00,Metal-Refining Furnace Operators and Tenders,OPERATING TECH,1,ONET-DUP
51-4052,"Pourers and casters, metal",51-4052.00,"Pourers and Casters, Metal",DCO,4,ONET-DUP
51-4061,"Model makers, metal and plastic",51-4061.00,"Model Makers, Metal and Plastic",TOOLING TECHNICIAN,3,ONET-DUP
51-4061,"Model makers, metal and plastic",51-4061.00,"Model Makers, Metal and Plastic",MACHINE TOOL BUILDER,1,ONET-DUP
51-4061,"Model makers, metal and plastic",51-4061.00,"Model Makers, Metal and Plastic",METAL MODEL MAKER,1,ONET-DUP
51-4061,"Model makers, metal and plastic",51-4061.00,"Model Makers, Metal and Plastic",PRODUCT BUILDER,1,ONET-DUP
51-4061,"Model makers, metal and plastic",51-4061.00,"Model Makers, Metal and Plastic",PROTOTYPE FABRICATOR,1,ONET-DUP
51-4062,"Patternmakers, metal and plastic",51-4062.00,"Patternmakers, Metal and Plastic",PATTERN DEVELOPER,1,ONET-DUP
51-4071,Foundry mold and coremakers,51-4071.00,Foundry Mold and Coremakers,FOUNDER,893,ONET-DM
51-4071,Foundry mold and coremakers,51-4071.00,Foundry Mold and Coremakers,FOUNDRY WORKER,7,ONET-DUP
51-4071,Foundry mold and coremakers,51-4071.00,Foundry Mold and Coremakers,CORE MAKER,2,ONET-DUP
51-4071,Foundry mold and coremakers,51-4071.00,Foundry Mold and Coremakers,JOURNEYMAN MOLDER,1,ONET-DUP
51-4072,"Molding, coremaking, and casting machine setters, operators, and tenders, metal and plastic",51-4072.00,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",DIE CASTER,4,ONET-DUP
51-4072,"Molding, coremaking, and casting machine setters, operators, and tenders, metal and plastic",51-4072.00,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",BLOW MOLD OPERATOR,2,DMTF
51-4081,"Multiple machine tool setters, operators, and tenders, metal and plastic",51-4081.00,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",MACHINE OPERATOR,852,ONET-DUP
51-4081,"Multiple machine tool setters, operators, and tenders, metal and plastic",51-4081.00,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",MACHINE TECHNICIAN,13,ONET-DUP
51-4081,"Multiple machine tool setters, operators, and tenders, metal and plastic",51-4081.00,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",LAY UP TECHNICIAN,1,ONET-DUP
51-4111,Tool and die makers,51-4111.00,Tool and Die Makers,TOOLMAKER,58,DMTF
51-4111,Tool and die makers,51-4111.00,Tool and Die Makers,TOOL AND DIE MAKER,24,ONET-DUP
51-4111,Tool and die makers,51-4111.00,Tool and Die Makers,TOOL MAKER,23,DMTF
51-4111,Tool and die makers,51-4111.00,Tool and Die Makers,DIE MAKER,7,ONET-DUP
51-4111,Tool and die makers,51-4111.00,Tool and Die Makers,DIE FINISHER,1,ONET-DUP
51-4111,Tool and die makers,51-4111.00,Tool and Die Makers,JIG MAKER,1,ONET-DUP
51-4121,"Welders, cutters, solderers, and brazers",51-4121.00,"Welders, Cutters, Solderers, and Brazers",PIPE WELDER,6,DMTF
51-4121,"Welders, cutters, solderers, and brazers",51-4121.00,"Welders, Cutters, Solderers, and Brazers",BRAZER,3,DMTF
51-4121,"Welders, cutters, solderers, and brazers",51-4121.00,"Welders, Cutters, Solderers, and Brazers",WELDER FITTER,1,DMTF
51-4121,"Welders, cutters, solderers, and brazers",51-4121.06,"Welders, Cutters, and Welder Fitters",WELDER,641,ONET-DUP
51-4121,"Welders, cutters, solderers, and brazers",51-4121.06,"Welders, Cutters, and Welder Fitters",WELDER/FABRICATOR,17,ONET-DUP
51-4121,"Welders, cutters, solderers, and brazers",51-4121.06,"Welders, Cutters, and Welder Fitters",WELDER/FITTER,9,ONET-DM
51-4121,"Welders, cutters, solderers, and brazers",51-4121.06,"Welders, Cutters, and Welder Fitters",WELDER FABRICATOR,8,ONET-DUP
51-4121,"Welders, cutters, solderers, and brazers",51-4121.06,"Welders, Cutters, and Welder Fitters",WELDER OPERATOR,4,ONET-DUP
51-4121,"Welders, cutters, solderers, and brazers",51-4121.06,"Welders, Cutters, and Welder Fitters",TIG WELDER,4,ONET-DUP
51-4121,"Welders, cutters, solderers, and brazers",51-4121.06,"Welders, Cutters, and Welder Fitters",PRODUCTION WELDER,2,ONET-DUP
51-4121,"Welders, cutters, solderers, and brazers",51-4121.06,"Welders, Cutters, and Welder Fitters",FITTER/WELDER,1,ONET-DUP
51-4121,"Welders, cutters, solderers, and brazers",51-4121.06,"Welders, Cutters, and Welder Fitters",MAINTENANCE WELDER,1,ONET-DUP
51-4121,"Welders, cutters, solderers, and brazers",51-4121.06,"Welders, Cutters, and Welder Fitters",MECHANIC/WELDER,1,ONET-DUP
51-4121,"Welders, cutters, solderers, and brazers",51-4121.06,"Welders, Cutters, and Welder Fitters",ROBOTIC WELDER,1,ONET-DUP
51-4121,"Welders, cutters, solderers, and brazers",51-4121.06,"Welders, Cutters, and Welder Fitters",STRUCTURAL WELDER,1,ONET-DUP
51-4121,"Welders, cutters, solderers, and brazers",51-4121.06,"Welders, Cutters, and Welder Fitters",WELDER APPRENTICE,1,ONET-DUP
51-4122,"Welding, soldering, and brazing machine setters, operators, and tenders",51-4122.00,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",FINISHING TECHNICIAN,7,ONET-DUP
51-4122,"Welding, soldering, and brazing machine setters, operators, and tenders",51-4122.00,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",SMT OPERATOR,4,ONET-DUP
51-4122,"Welding, soldering, and brazing machine setters, operators, and tenders",51-4122.00,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",CERTIFIED WELDER,2,ONET-DUP
51-4122,"Welding, soldering, and brazing machine setters, operators, and tenders",51-4122.00,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",ROBOT OPERATOR,2,ONET-DUP
51-4122,"Welding, soldering, and brazing machine setters, operators, and tenders",51-4122.00,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",WELDING MACHINE OPERATOR,1,DMTF
51-4192,"Layout workers, metal and plastic",51-4192.00,"Layout Workers, Metal and Plastic",SHIPFITTER,3,DMTF
51-4192,"Layout workers, metal and plastic",51-4192.00,"Layout Workers, Metal and Plastic",DIMENSIONAL INSPECTOR,1,ONET-DUP
51-4192,"Layout workers, metal and plastic",51-4192.00,"Layout Workers, Metal and Plastic",SOLID SURFACE FABRICATOR,1,ONET-DUP
51-4192,"Layout workers, metal and plastic",51-4192.00,"Layout Workers, Metal and Plastic",LAYOUT TECH,1,ONET-DUP
51-4193,"Plating and coating machine setters, operators, and tenders, metal and plastic",51-4193.00,"Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic",ANODIZER,1,DMTF
51-4193,"Plating and coating machine setters, operators, and tenders, metal and plastic",51-4193.00,"Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic",GALVANIZER,1,DMTF
51-4194,"Tool grinders, filers, and sharpeners",51-4194.00,"Tool Grinders, Filers, and Sharpeners",SHARPENER,2,ONET-DUP
51-4194,"Tool grinders, filers, and sharpeners",51-4194.00,"Tool Grinders, Filers, and Sharpeners",TOOL GRINDER,1,DMTF
51-4194,"Tool grinders, filers, and sharpeners",51-4194.00,"Tool Grinders, Filers, and Sharpeners",DIE FITTER,1,ONET-DUP
51-4194,"Tool grinders, filers, and sharpeners",51-4194.00,"Tool Grinders, Filers, and Sharpeners",SAW FILER,1,ONET-DUP
51-4194,"Tool grinders, filers, and sharpeners",51-4194.00,"Tool Grinders, Filers, and Sharpeners",TOOL AND CUTTER GRINDER,1,ONET-DUP
51-4194,"Tool grinders, filers, and sharpeners",51-4194.00,"Tool Grinders, Filers, and Sharpeners",OD TECHNICIAN,1,ONET-DUP
51-4199,"Metal workers and plastic workers, all other",51-4199.00,"Metal Workers and Plastic Workers, All Other",BALANCER,1,ONET-DUP
51-4199,"Metal workers and plastic workers, all other",51-4199.00,"Metal Workers and Plastic Workers, All Other",MACHINE SHOP WORKER,1,ONET-DUP
51-5111,Prepress technicians and workers,51-5111.00,Prepress Technicians and Workers,PREPRESS TECHNICIAN,20,ONET-DUP
51-5111,Prepress technicians and workers,51-5111.00,Prepress Technicians and Workers,PREPRESS OPERATOR,13,ONET-DUP
51-5111,Prepress technicians and workers,51-5111.00,Prepress Technicians and Workers,PREPRESS SPECIALIST,10,ONET-DM
51-5111,Prepress technicians and workers,51-5111.00,Prepress Technicians and Workers,TYPOGRAPHER,8,ONET-DUP
51-5111,Prepress technicians and workers,51-5111.00,Prepress Technicians and Workers,PRINTING TECHNICIAN,5,ONET-DUP
51-5111,Prepress technicians and workers,51-5111.00,Prepress Technicians and Workers,LITHOGRAPHER,3,ONET-DUP
51-5111,Prepress technicians and workers,51-5111.00,Prepress Technicians and Workers,SCANNER OPERATOR,3,ONET-DUP
51-5111,Prepress technicians and workers,51-5111.00,Prepress Technicians and Workers,GRAPHIC TECHNICIAN,2,ONET-DUP
51-5111,Prepress technicians and workers,51-5111.00,Prepress Technicians and Workers,PLATE MOUNTER,1,DMTF
51-5111,Prepress technicians and workers,51-5111.00,Prepress Technicians and Workers,ELECTRONIC OPERATOR,1,ONET-DUP
